X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,weather,sci,comm,nav,misc
2003-005A,27663,M*+,NAVSTAR 51 (USA 166),US,2003-01-29,AFETR,NA,718,56.2,20467,19897,10.0000,,1,0,0,1,0
2003-007A,27683,*+,INTELSAT 907 (IS-907),ITS,2003-02-15,FRGUI,NA,1436.1,0,35798,35775,10.0000,,0,0,1,0,0
2003-008A,27691,M*+,USA 167,US,2003-03-11,AFETR,NA,1436.1,6.2,35792,35780,N/A,,0,0,1,0,0
2003-010A,27704,M*+,NAVSTAR 52 (USA 168),US,2003-03-31,AFETR,NA,718,54.5,20839,19525,4.0247,,0,0,0,1,0
2003-012A,27711,*+,USA 169 (MILSTAR-2 4),US,2003-04-08,AFETR,NA,1436.1,8.7,35799,35773,N/A,,0,0,1,0,0
2003-013B,27715,*S,GALAXY 12 (G-12),ITS,2003-04-09,FRGUI,NA,1436.1,0.9,35797,35776,19.9526,,0,0,1,0,0
2003-014A,27718,*+,ASIASAT 4,AC,2003-04-12,AFETR,NA,1436,0,35792,35779,25.1189,,0,0,1,0,0
2003-020A,27811,*+,HELLAS-SAT 2,GRE,2003-05-13,AFETR,NA,1436.1,1.3,35798,35774,15.8489,,0,0,1,0,0
2003-026A,27825,*+,THURAYA-2,UAE,2003-06-10,SEAL,NA,1436.1,5.7,35806,35767,10.0237,,0,0,1,0,0
2003-028B,27831,*+,OPTUS C1,AUS,2003-06-11,FRGUI,NA,1436.1,0.8,35809,35764,25.1188,,0,0,1,0,0
2003-031D,27843,*+,MOST,CA,2003-06-30,PLMSC,NA,101.4,98.7,831,815,0.2867,,0,1,0,0,0
2003-031E,27844,*+,CUTE-1 (CO-55),JPN,2003-06-30,PLMSC,NA,101.3,98.7,826,810,0.0690,,0,1,1,0,1
2003-031J,27848,*+,CUBESAT XI-IV (CO-57),JPN,2003-06-30,PLMSC,NA,101.3,98.7,827,812,0.0293,,0,1,1,0,1
2003-033A,27852,*+,ECHOSTAR 12 (RAINBOW 1),US,2003-07-17,AFETR,NA,1436.1,0,35793,35779,10.0000,,0,0,1,0,0
2003-034A,27854,M*+,GALAXY 23 (G-23),US,2003-08-08,SEAL,NA,1436.1,0,35799,35774,36.9723,,0,0,1,0,0
2003-036A,27858,*+,SCISAT 1,CA,2003-08-13,WRAS,NA,97.5,73.9,644,632,0.6788,,0,1,0,0,0
2003-037A,27868,*+,COSMOS 2400,CIS,2003-08-19,PLMSC,NA,115.7,82.5,1502,1467,0.9004,,0,0,0,0,0
2003-037B,27869,*+,COSMOS 2401,CIS,2003-08-19,PLMSC,NA,115.6,82.5,1501,1466,0.9598,,0,0,0,0,0
2003-040A,27875,M*+,USA 170,US,2003-08-29,AFETR,NA,1436,5.4,35795,35773,N/A,,0,0,1,0,0
2003-042A,27939,*+,MOZHAYETS 4 (RS-22),CIS,2003-09-27,PLMSC,NA,98.2,98.1,681,662,0.6870,,0,0,1,0,0
2003-044A,27954,M*+,GALAXY 13 (HORIZONS 1),US,2003-10-01,SEAL,NA,1436.1,0,35795,35779,25.4101,,0,0,1,0,0
2003-046A,28051,*+,IRS-P6 (RESOURCESAT-1),IND,2003-10-17,SRILR,NA,100.4,98.5,820,736,5.7845,,1,0,0,0,0
2003-048A,28054,*B,DMSP 5D-3 F16 (USA 172),US,2003-10-18,AFWTR,NA,101.9,98.9,852,842,4.3007,,1,0,0,0,0
2003-049B,28058,*+,CHUANGXIN 1 (CX-1),PRC,2003-10-21,TAISC,NA,99.5,98.7,744,727,0.5260,,0,0,0,0,0
2003-053A,28089,*+,YAMAL 202,CIS,2003-11-24,TYMSC,NA,1432.1,0.3,35727,35689,79.4328,,0,0,1,0,0
2003-057A,28117,*+,UFO 11 (USA 174),US,2003-12-18,AFETR,NA,1436.1,5.8,35799,35774,10.0000,,0,0,1,0,0
2003-058A,28129,M*+,NAVSTAR 53 (USA 175),US,2003-12-21,AFETR,NA,718,53.2,20370,19994,6.3095,,0,0,0,1,0
2004-004A,28158,*+,USA 176 (DSP 22),US,2004-02-14,AFETR,NA,1436.1,8.9,35789,35785,N/A,,0,0,1,0,0
2004-007A,28184,M*+,ABS-4 (MOBISAT-1),ABS,2004-03-13,AFETR,NA,1436.1,0,35797,35776,10.0000,,0,0,1,0,0
2004-008A,28187,M*+,EUTELSAT 7A,EUT,2004-03-15,TYMSC,NA,1436.1,0.1,35812,35761,29.9526,,0,0,1,0,0
2004-009A,28190,M*+,NAVSTAR 54 (USA 177),US,2004-03-20,AFETR,NA,718,56.3,20423,19941,7.9432,,1,0,0,1,0
2004-012A,28220,M*+,SHIYAN 1 (SY-1),PRC,2004-04-18,XICLF,NA,96,97.8,570,564,1.5466,,1,0,0,0,0
2004-016A,28238,*+,DIRECTV 7S,US,2004-05-04,SEAL,NA,1436.1,0,35800,35774,12.5892,,0,0,1,0,0
2004-017A,28252,*+,AMC-11 (GE-11),SES,2004-05-19,AFETR,NA,1436.1,0.1,35799,35776,19.9526,,0,0,1,0,0
2004-018A,28254,*+,FORMOSAT-2 (ROCSAT 2),ROC,2004-05-20,AFWTR,NA,102.8,98.8,892,891,3.1147,,1,0,0,0,0
2004-022A,28358,M*+,INTELSAT 10-02,ITS,2004-06-16,TYMSC,NA,1436.1,0,35798,35775,21.2048,,0,0,1,0,0
2004-023A,28361,M*+,NAVSTAR 55 (USA 178),US,2004-06-23,AFETR,NA,718,54.1,20539,19827,3.2117,,1,0,0,1,0
2004-025A,28366,M*+,APRIZESAT 2,US,2004-06-29,TYMSC,NA,100.2,98.3,847,692,0.0543,,0,0,1,0,0
2004-025D,28369,*+,SAUDICOMSAT 1,SAU,2004-06-29,TYMSC,NA,99.1,98.3,740,695,0.0485,,0,0,1,0,0
2004-025E,28370,*+,SAUDICOMSAT 2,SAU,2004-06-29,TYMSC,NA,99.5,98.4,776,692,0.0600,,0,0,1,0,0
2004-025F,28371,*+,SAUDISAT 2,SAU,2004-06-29,TYMSC,NA,99,98.2,729,694,0.2650,,0,1,0,0,0
2004-025G,28372,M*+,APRIZESAT 1,US,2004-06-29,TYMSC,NA,99.3,98.4,760,694,0.0575,,0,0,1,0,0
2004-026A,28376,*+,AURA,US,2004-07-15,AFWTR,NA,98.8,98.2,703,702,9.4421,,1,0,0,0,0
2004-027A,28378,*+,ANIK F2,CA,2004-07-18,FRGUI,NA,1436.1,0.1,35788,35785,36.6346,,0,0,1,0,0
2004-028A,28380,*+,COSMOS 2407,CIS,2004-07-22,PLMSC,NA,104.7,83,1006,950,1.8490,,0,0,0,1,0
2004-035A,28413,*+,SJ-6A,PRC,2004-09-08,TAISC,NA,96.4,97.8,597,572,1.2370,,0,0,0,0,0
2004-035B,28414,*+,SJ-6B,PRC,2004-09-08,TAISC,NA,96.4,97.8,590,579,2.3740,,0,0,0,0,0
2004-037A,28419,*+,COSMOS 2408,CIS,2004-09-23,PLMSC,NA,115.6,82.5,1495,1471,0.8869,,0,0,0,0,0
2004-037B,28420,*+,COSMOS 2409,CIS,2004-09-23,PLMSC,NA,115.6,82.5,1495,1474,0.9222,,0,0,0,0,0
2004-041A,28446,*+,AMC-15,SES,2004-10-14,TYMSC,NA,1436.1,0.1,35799,35774,22.4085,,0,0,1,0,0
2004-044A,28470,*+,JB-3 3 (ZY 2C),PRC,2004-11-06,TAISC,NA,95.8,97.4,590,527,4.4190,,0,0,0,0,0
2004-048A,28472,*+,AMC-16,SES,2004-12-17,AFETR,NA,1436.1,0.1,35799,35774,7.9432,,0,0,1,0,0
2004-045A,28474,M*+,NAVSTAR 56 (USA 180),US,2004-11-06,AFETR,NA,717.9,54.8,20699,19663,2.5118,,1,0,0,1,0
2004-047A,28485,*+,SWIFT,US,2004-11-20,AFETR,NA,95.7,20.6,561,546,7.6859,,1,1,0,0,0
2004-049B,28493,*+,NANOSAT-1,SPN,2004-12-18,FRGUI,NA,97.7,98.1,653,646,0.2712,,0,0,1,0,0
2005-002A,28521,*+,COSMOS 2414,CIS,2005-01-20,PLMSC,NA,103.8,83,967,907,1.8312,,0,0,0,1,0
2005-003A,28526,*+,NSS-10 (AMC-12),SES,2005-02-03,TYMSC,NA,1436.1,0.5,35799,35775,9.5199,,0,0,1,0,0
2005-005A,28542,*+,XTAR-EUR,US,2005-02-12,FRGUI,NA,1436.1,0,35798,35774,20.5646,,0,0,1,0,0
2005-008A,28626,*+,XM-3 (RHYTHM),US,2005-03-01,SEAL,NA,1436.1,0,35788,35785,14.4177,,0,0,1,0,0
2005-009A,28628,*+,INMARSAT 4-F1,IM,2005-03-11,AFETR,NA,1436.1,3.1,35800,35773,5.0119,,0,0,1,0,0
2005-012A,28638,*+,APSTAR 6,PRC,2005-04-12,XICLF,NA,1436.1,1.1,35800,35774,31.6228,,0,0,1,0,0
2005-015A,28644,*+,SPACEWAY 1,US,2005-04-26,SEAL,NA,1436.1,0.6,35788,35786,6.3095,,0,0,1,0,0
2005-017A,28649,*+,IRS-P5 (CARTOSAT-1),IND,2005-05-05,SRILR,NA,97.1,97.8,619,616,4.6921,,1,0,0,0,0
2005-018A,28654,*B,NOAA 18,US,2005-05-20,AFWTR,NA,102,99.1,861,841,4.9159,,1,0,1,0,0
2005-019A,28659,*+,DIRECTV 8,US,2005-05-22,TYMSC,NA,1436.1,0,35799,35774,16.6707,,0,0,1,0,0
2005-022A,28702,M*+,GALAXY 28 (G-28),ITS,2005-06-23,SEAL,NA,1436.1,0,35791,35784,16.7962,,0,0,1,0,0
2005-023A,28707,*+,EXPRESS-AM3,CIS,2005-06-24,TYMSC,NA,1436.1,1.3,35791,35783,25.1785,,0,0,1,0,0
2005-024A,28737,*+,SJ-7,PRC,2005-07-05,JSC,NA,96.3,97.7,603,556,3.0739,,0,0,0,0,0
2005-025A,28773,M*+,SUZAKU (ASTRO-EII),JPN,2005-07-10,KSCUT,NA,94.9,31.4,518,511,4.1445,,0,0,0,0,0
2005-028A,28786,M*+,THAICOM 4,THA,2005-08-11,FRGUI,NA,1436.1,0,35797,35776,15.8677,,0,0,1,0,0
2005-030A,28790,*+,GALAXY 14 (G-14),US,2005-08-13,TYMSC,NA,1436.1,0.1,35798,35776,20.0000,,0,0,1,0,0
2005-031B,28810,*+,REIMEI (INDEX),JPN,2005-08-23,TYMSC,NA,96.6,98.2,615,578,0.5743,,0,0,0,0,0
2005-036A,28868,*+,ANIK F1R,CA,2005-09-08,TYMSC,NA,1436.1,0,35789,35784,12.5892,,0,0,1,1,0
2005-038A,28874,M*+,NAVSTAR 57 (USA 183),US,2005-09-26,AFETR,NA,717.9,56.4,20540,19823,3.2653,,1,0,0,1,0
2005-041A,28884,*P,GALAXY 15 (G-15),ITS,2005-10-13,FRGUI,NA,1436.1,0,35793,35779,7.9433,,0,0,1,0,0
2005-041B,28885,*+,SYRACUSE 3A,FR,2005-10-13,FRGUI,NA,1436,0,35799,35771,23.5772,,0,0,1,0,0
2005-043A,28890,*+,BEIJING 1,PRC,2005-10-27,PLMSC,NA,98.5,98,700,679,0.3512,,1,0,0,0,0
2005-043D,28893,*+,SINAH 1,IRA,2005-10-27,PLMSC,NA,98.5,98,699,678,0.7061,,1,0,0,0,0
2005-043F,28895,*+,CUBESAT XI-V,JPN,2005-10-27,PLMSC,NA,98.4,98,693,670,0.0151,,0,0,1,0,1
2005-044A,28899,*+,INMARSAT 4-F2,IM,2005-11-08,SEAL,NA,1436.1,2.9,35800,35773,4.4668,,0,0,1,1,0
2005-046A,28902,*+,TELKOM 2,IND,2005-11-16,FRGUI,NA,1436.1,0,35791,35783,25.1189,,0,0,1,0,0
2005-046B,28903,*+,SPACEWAY 2,US,2005-11-16,FRGUI,NA,1436.1,0,35788,35785,7.9432,,0,0,1,0,0
2005-048A,28908,*+,COSMOS 2416,CIS,2005-12-21,PLMSC,NA,114.7,82.5,1447,1436,1.5290,,0,0,0,0,0
2005-049A,28911,*+,INSAT-4A,IND,2005-12-21,FRGUI,NA,1436.1,0.2,35843,35731,12.5892,,0,0,1,0,0
2005-049B,28912,*+,METEOSAT-9 (MSG-2),EUM,2005-12-21,FRGUI,NA,1436.1,3.9,35792,35781,2.0767,,1,0,1,0,0
2005-052A,28924,M*+,EUTELSAT 174A,EUT,2005-12-29,TYMSC,NA,1436.1,0.1,35813,35761,5.4972,,0,0,1,0,0
2006-003A,28935,*+,ECHOSTAR 10,US,2006-02-15,SEAL,NA,1436.1,0.1,35793,35780,22.7066,,0,0,1,0,0
2006-004A,28937,*+,HIMAWARI-7 (MTSAT-2),JPN,2006-02-18,TANSC,NA,1436.1,0.1,35802,35771,25.1189,,1,0,1,1,0
2006-007A,28945,*+,SPAINSAT,SPN,2006-03-11,FRGUI,NA,1436.1,0,35812,35762,26.7038,,0,0,1,0,0
2006-007B,28946,M*+,EUTELSAT HOT BIRD 13E,EUT,2006-03-11,FRGUI,NA,1436.1,0,35817,35756,16.4536,,0,0,1,0,0
2006-010A,29045,*+,JCSAT-5A,JPN,2006-04-12,SEAL,NA,1436.1,0,35797,35777,19.9526,,0,0,1,0,0
2006-011A,29047,M*+,FORMOSAT-3 FM6,ROC,2006-04-15,AFWTR,NA,100.8,72,831,761,0.5760,,1,1,0,0,0
2006-011B,29048,M*+,FORMOSAT-3 FM1,ROC,2006-04-15,AFWTR,NA,100.8,72,826,766,0.5732,,1,1,0,0,0
2006-011C,29049,M*+,FORMOSAT-3 FM5,ROC,2006-04-15,AFWTR,NA,100.8,72,820,772,0.5725,,1,1,0,0,0
2006-011D,29050,M*P,FORMOSAT-3 FM3,ROC,2006-04-15,AFWTR,NA,98.7,72,731,662,0.5768,,1,1,0,0,0
2006-011E,29051,M*+,FORMOSAT-3 FM4,ROC,2006-04-15,AFWTR,NA,100.8,72,845,746,0.5450,,1,1,0,0,0
2006-011F,29052,M*+,FORMOSAT-3 FM2,ROC,2006-04-15,AFWTR,NA,100.8,72,823,768,0.5620,,1,1,0,0,0
2006-012A,29055,*+,ASTRA 1KR,SES,2006-04-20,AFETR,NA,1436.1,0,35809,35763,14.4313,,0,0,1,0,0
2006-014A,29079,*+,EROS B,ISR,2006-04-25,SVOBO,NA,94.5,97.4,496,490,0.6450,,1,0,0,0,0
2006-016A,29107,*+,CLOUDSAT,US,2006-04-28,AFWTR,NA,98.5,98.2,688,684,3.7945,,0,1,0,0,0
2006-016B,29108,M*+,CALIPSO,FR,2006-04-28,AFWTR,NA,98.5,98.2,686,685,2.6001,,0,1,0,0,0
2006-018A,29155,*B,GOES 13,US,2006-05-24,AFETR,NA,1440.1,0.1,35903,35826,18.3801,,1,0,1,0,0
2006-020A,29162,M*+,EUTELSAT 113 WEST A,EUT,2006-05-27,FRGUI,NA,1436.1,0,35799,35775,70.5332,,0,0,1,0,0
2006-020B,29163,*+,THAICOM 5,THA,2006-05-27,FRGUI,NA,1436.1,0.1,35816,35757,34.2637,,0,0,1,0,0
2006-021A,29228,*+,RESURS-DK 1,CIS,2006-06-15,TYMSC,NA,95.8,69.9,561,558,8.7657,,1,0,0,0,0
2006-023A,29236,*+,GALAXY 16 (G-16),US,2006-06-18,SEAL,NA,1436.1,0,35798,35775,251.7850,,0,0,1,0,0
2006-029A,29252,*+,GENESIS 1,US,2006-07-12,DLS,NA,94.9,64.5,537,488,5.4660,,0,1,0,0,0
2006-031A,29268,*+,ARIRANG-2 (KOMPSAT-2),SKO,2006-07-28,PLMSC,NA,98.5,98,697,673,2.0670,,1,0,0,0,0
2006-032A,29270,M*+,EUTELSAT HOT BIRD 13B,EUT,2006-08-04,TYMSC,NA,1436.1,0.1,35800,35773,31.6228,,0,0,1,0,0
2006-033A,29272,*+,JCSAT-3A,JPN,2006-08-11,FRGUI,NA,1436.1,0,35795,35777,31.6228,,0,0,1,0,0
2006-033B,29273,*+,SYRACUSE 3B,FR,2006-08-11,FRGUI,NA,1436.1,0,35804,35770,4.4668,,0,0,1,0,0
2006-034A,29349,*+,KOREASAT 5 (MUGUNGWHA 5,SKO,2006-08-22,SEAL,NA,1436.1,0,35795,35777,25.1189,,0,0,1,0,0
2006-041A,29479,*+,HINODE (SOLAR-B),JPN,2006-09-22,KSCUT,NA,98.3,98.2,690,664,5.7356,,0,1,0,0,0
2006-042A,29486,M*+,NAVSTAR 58 (USA 190),US,2006-09-25,AFETR,NA,718,55,20434,19932,11.7863,,0,0,0,1,0
2006-043A,29494,*+,DIRECTV 9S,US,2006-10-13,FRGUI,NA,1436.1,0,35801,35772,271.1266,,0,0,1,0,0
2006-043B,29495,*+,OPTUS D1,AUS,2006-10-13,FRGUI,NA,1436.1,0,35801,35771,3.9811,,0,0,1,0,0
2006-044A,29499,*+,METOP-A,EUM,2006-10-19,TYMSC,NA,101.3,98.6,821,820,11.2479,,1,0,1,0,0
2006-046A,29505,*+,SJ-6C,PRC,2006-10-23,TAISC,NA,96.3,97.8,587,579,1.1590,,0,1,0,0,0
2006-046B,29506,*+,SJ-6D,PRC,2006-10-23,TAISC,NA,96.4,97.9,588,586,2.4781,,0,1,0,0,0
2006-049A,29520,*+,XM-4 (BLUES),US,2006-10-30,SEAL,NA,1436.1,0,35787,35786,16.1059,,0,0,1,0,0
2006-050A,29522,*+,DMSP 5D-3 F17 (USA 191),US,2006-11-04,AFWTR,NA,101.8,98.8,853,838,4.4810,,1,0,0,0,0
2006-051A,29526,M*+,BADR-4,AB,2006-11-08,TYMSC,NA,1436.1,0.1,35804,35770,0.0030,,0,0,1,0,0
2006-052A,29601,M*+,NAVSTAR 59 (USA 192),US,2006-11-17,AFETR,NA,717.9,56.2,20374,19988,4.8064,,1,0,0,1,0
2006-054A,29643,*+,WILDBLUE-1,US,2006-12-08,FRGUI,NA,1436.1,0,35795,35777,262.6219,,0,0,1,0,0
2006-054B,29644,*+,AMC-18,SES,2006-12-08,FRGUI,NA,1436.1,0,35792,35783,3.9811,,0,0,1,0,0
2006-056A,29648,*+,MEASAT-3,MAL,2006-12-11,TYMSC,NA,1436.1,0.1,35799,35773,15.8866,,0,0,1,0,0
2006-062A,29670,M*S,COSMOS 2425 [GLONASS-M],CIS,2006-12-25,TYMSC,NA,675.7,65.1,19187,19073,5.0119,,0,0,0,0,0
2006-062B,29671,M*+,COSMOS 2426 [GLONASS-M],CIS,2006-12-25,TYMSC,NA,676.2,65.1,19195,19088,5.9763,,0,0,0,1,0
2006-063A,29678,*P,COROT,FR,2006-12-27,TYMSC,NA,99.7,90,890,599,2.6780,,0,0,0,0,0
2007-001A,29709,*+,LAPAN-TUBSAT,IND,2007-01-10,SRILR,NA,97.2,97.8,631,614,0.3630,,1,0,0,0,0
2007-001B,29710,*+,CARTOSAT-2 (IRS-P7),IND,2007-01-10,SRILR,NA,97.4,98,635,632,2.2852,,1,0,1,0,0
2007-004A,30580,M*+,THEMIS A,US,2007-02-17,AFETR,NA,1639.4,11,78400,955,0.3981,,1,0,0,0,0
2007-006C,30774,M*B,OE (NEXTSAT),US,2007-03-09,AFETR,NA,93.4,46,443,434,3.6350,,0,0,0,0,0
2007-006E,30776,*+,FALCONSAT-3,US,2007-03-09,AFETR,NA,93.7,35.4,457,455,0.4630,,0,1,1,0,0
2007-006F,30777,M*+,CFESAT,US,2007-03-09,AFETR,NA,93.8,35.4,462,456,1.6881,,0,0,0,0,1
2007-007A,30793,*+,INSAT-4B,IND,2007-03-11,FRGUI,NA,1436.1,0.1,35822,35751,22.5893,,0,0,1,0,0
2007-007B,30794,*+,SKYNET 5A,UK,2007-03-11,FRGUI,NA,1436.1,0.1,35802,35770,41.8060,,0,0,1,0,0
2007-004D,30797,M*+,THEMIS D,US,2007-02-17,AFETR,NA,2004.1,10,91597,957,0.5012,,1,0,0,0,0
2007-004E,30798,M*+,THEMIS E,US,2007-02-17,AFETR,NA,1761.9,8.9,82743,1144,0.6325,,1,0,0,0,0
2007-009A,31102,*+,ANIK F3,CA,2007-04-09,TYMSC,NA,1436.1,0,35794,35780,28.2172,,0,0,1,0,0
2007-010A,31113,*+,HAIYANG-1B,PRC,2007-04-11,TAISC,NA,100.7,98.4,801,781,1.3606,,1,0,0,0,0
2007-012B,31118,*+,SAUDISAT 3,SAU,2007-04-17,TYMSC,NA,98,97.8,675,652,0.7030,,0,1,0,0,0
2007-012C,31119,*+,SAUDICOMSAT 7,SAU,2007-04-17,TYMSC,NA,98.5,98.1,729,646,0.0720,,0,0,1,0,0
2007-012E,31121,*+,SAUDICOMSAT 6,SAU,2007-04-17,TYMSC,NA,98.7,98.1,752,644,0.0661,,0,0,1,0,0
2007-012H,31124,*+,SAUDICOMSAT 5,SAU,2007-04-17,TYMSC,NA,98.4,98,718,646,0.0540,,0,0,1,0,0
2007-012J,31125,*+,SAUDICOMSAT 3,SAU,2007-04-17,TYMSC,NA,98.3,98,707,646,0.0748,,0,0,1,0,0
2007-012L,31127,*+,SAUDICOMSAT 4,SAU,2007-04-17,TYMSC,NA,98.6,98.1,740,645,0.0701,,0,0,1,0,0
2007-013A,31135,M*+,AGILE,IT,2007-04-23,SRILR,NA,94,2.5,479,462,1.2619,,0,1,0,0,0
2007-015A,31304,M*+,AIM,US,2007-04-25,WRAS,NA,95.2,97.9,531,522,1.5217,,1,1,0,0,0
2007-016A,31306,*+,ASTRA 1L,SES,2007-05-04,FRGUI,NA,1436.1,0.1,35803,35769,18.3351,,0,0,1,0,0
2007-016B,31307,*+,GALAXY 17 (G-17),US,2007-05-04,FRGUI,NA,1436.1,0.1,35802,35772,12.6832,,0,0,1,0,0
2007-019A,31490,*+,YAOGAN 2,PRC,2007-05-25,JSC,NA,97.5,98.1,654,624,3.0627,,0,0,0,0,0
2007-020A,31571,*+,GLOBALSTAR M065,GLO,2007-05-29,TYMSC,NA,114.1,52,1414,1413,2.2368,,0,0,1,0,0
2007-020C,31573,*+,GLOBALSTAR M069,GLO,2007-05-29,TYMSC,NA,114.1,52,1414,1413,2.4163,,0,0,1,0,0
2007-020D,31574,*+,GLOBALSTAR M072,GLO,2007-05-29,TYMSC,NA,114.1,52,1415,1412,2.2696,,0,0,1,0,0
2007-020F,31576,*P,GLOBALSTAR M071,GLO,2007-05-29,TYMSC,NA,114.1,52,1414,1413,2.2995,,0,0,1,0,0
2007-023A,31598,*+,COSMO-SKYMED 1,IT,2007-06-08,AFWTR,NA,97.2,97.9,624,622,4.6820,,1,0,0,0,0
2007-026A,31698,*+,TERRASAR-X,GER,2007-06-15,TYMSC,NA,94.8,97.5,510,507,2.2673,,1,0,0,0,0
2007-028A,31789,*+,GENESIS 2,US,2007-06-28,DLS,NA,94.9,64.5,550,480,5.3829,,0,1,0,0,0
2007-029A,31792,*+,COSMOS 2428,CIS,2007-06-29,TYMSC,NA,102,70.9,857,846,6.4839,,0,0,0,0,0
2007-031A,31800,M*+,ZHONGXING-6B,PRC,2007-07-05,XICLF,NA,1436.1,0,35807,35767,17.8038,,0,0,1,0,0
2007-032A,31862,*+,DIRECTV 10,US,2007-07-07,TYMSC,NA,1436.1,0,35790,35785,10.2603,,0,0,1,0,0
2007-036A,32018,*+,SPACEWAY 3,US,2007-08-14,FRGUI,NA,1436.1,0,35787,35787,7.9433,,0,0,1,0,0
2007-036B,32019,*+,BSAT-3A,JPN,2007-08-14,FRGUI,NA,1436.1,0,35804,35769,10.1562,,0,0,1,0,0
2007-037A,32050,*+,INSAT-4CR,IND,2007-09-02,SRILR,NA,1436.1,0.8,35822,35751,7.9621,,0,0,1,0,0
2007-041A,32060,*+,WORLDVIEW-1 (WV-1),US,2007-09-18,AFWTR,NA,94.5,97.4,494,491,5.4800,,1,0,0,0,0
2007-044A,32252,*+,OPTUS D2,AUS,2007-10-05,FRGUI,NA,1436.1,0,35803,35771,7.9621,,0,0,1,0,0
2007-044B,32253,*+,INTELSAT 11 (IS-11),ITS,2007-10-05,FRGUI,NA,1436.1,0,35793,35780,23.7915,,0,0,1,0,0
2007-046A,32258,M*+,WGS F1 (USA 195),US,2007-10-11,AFETR,NA,1436.1,0,35790,35783,15.8866,,0,0,1,0,0
2007-047A,32260,M*+,NAVSTAR 60 (USA 196),US,2007-10-17,AFETR,NA,717.9,53.2,20492,19871,9.2724,,1,0,0,1,0
2007-048A,32263,*+,GLOBALSTAR M067,GLO,2007-10-20,TYMSC,NA,116.1,52,1505,1504,2.1822,,0,0,1,0,0
2007-048B,32264,*+,GLOBALSTAR M070,GLO,2007-10-20,TYMSC,NA,114.1,52,1415,1413,2.1831,,0,0,1,0,0
2007-048C,32265,*+,GLOBALSTAR M066,GLO,2007-10-20,TYMSC,NA,114.1,52,1415,1412,1.9408,,0,0,1,0,0
2007-052A,32275,M*+,COSMOS 2433 [GLONASS-M],CIS,2007-10-26,TYMSC,NA,675.7,65.9,19138,19121,5.0913,,0,0,0,1,0
2007-052B,32276,M*+,COSMOS 2432 [GLONASS-M],CIS,2007-10-26,TYMSC,NA,675.7,65.9,19151,19108,3.1623,,0,0,0,1,0
2007-055A,32289,*+,YAOGAN 3,PRC,2007-11-11,TAISC,NA,97.2,98,627,625,5.1290,,1,0,0,0,0
2007-056A,32293,*+,STAR ONE C1,BRA,2007-11-14,FRGUI,NA,1436.1,0,35798,35776,20.0000,,0,0,1,0,0
2007-056B,32294,*+,SKYNET 5B,UK,2007-11-14,FRGUI,NA,1436.1,0.1,35803,35770,15.8866,,0,0,1,0,0
2007-057A,32299,*+,ASTRA 4A (SIRIUS 4),SES,2007-11-17,TYMSC,NA,1436.1,0,35799,35773,20.0000,,0,0,1,0,0
2007-059A,32376,*+,COSMO-SKYMED 2,IT,2007-12-09,AFWTR,NA,97.2,97.9,624,622,5.5722,,1,0,0,0,0
2007-061A,32382,*+,RADARSAT-2,CA,2007-12-14,TYMSC,NA,100.7,98.6,793,791,8.3810,,1,0,0,0,0
2007-062A,32384,M*+,NAVSTAR 61 (USA 199),US,2007-12-20,AFETR,NA,718,56.5,20207,20157,2.0000,,1,0,0,1,0
2007-063B,32388,*+,HORIZONS 2,ITS,2007-12-21,FRGUI,NA,1436.1,0,35798,35776,17.3208,,0,0,1,0,0
2007-065A,32393,M*+,COSMOS 2434 [GLONASS-M],CIS,2007-12-25,TYMSC,NA,675.7,64.7,19134,19125,5.0119,,0,0,0,1,0
2007-065C,32395,M*+,COSMOS 2436 [GLONASS-M],CIS,2007-12-25,TYMSC,NA,675.2,64.7,19153,19078,5.0238,,0,0,0,1,0
2008-001A,32404,*+,THURAYA-3,UAE,2008-01-15,SEAL,NA,1436.1,3.8,35807,35766,7.9621,,0,0,1,0,0
2008-003A,32478,*+,EXPRESS-AM33,CIS,2008-01-28,TYMSC,NA,1436.1,0,35791,35783,58.0620,,0,0,1,0,0
2008-006A,32487,*+,THOR 5,NOR,2008-02-11,TYMSC,NA,1436.1,0,35797,35776,31.6228,,0,0,1,0,0
2008-011A,32708,*P,AMC-14,US,2008-03-14,TYMSC,NA,1436.1,20.6,35937,35635,13.1101,,0,0,1,0,0
2008-012A,32711,M*+,NAVSTAR 62 (USA 201),US,2008-03-15,AFETR,NA,718,54.7,20537,19828,5.0119,,0,0,0,1,0
2008-013A,32729,*+,DIRECTV 11,US,2008-03-19,SEAL,NA,1436.1,0,35787,35786,6.3246,,0,0,1,0,0
2008-016A,32763,*+,ICO G1,US,2008-04-14,AFETR,NA,1436.1,3.6,35795,35778,14.1589,,0,0,1,0,0
2008-018A,32767,*+,VINASAT-1,VTN,2008-04-18,FRGUI,NA,1436.1,0,35794,35779,12.5893,,0,0,1,0,0
2008-018B,32768,*+,STAR ONE C2,BRA,2008-04-18,FRGUI,NA,1436.1,0,35799,35774,10.7588,,0,0,1,0,0
2008-019A,32779,*+,TIANLIAN 1-01,PRC,2008-04-25,XICLF,NA,1436.1,3.6,35921,35653,15.8866,,0,0,1,0,0
2008-021A,32783,*+,CARTOSAT-2A,IND,2008-04-28,SRILR,NA,97.4,98,644,623,2.3160,,1,0,1,0,0
